Evasion,Adulto_Mayor,Pareja,Dependientes,Meses_Contrato,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargo_Mensual,Puntaje_Inseguro,Total_Servicios
0,0,0,0,51,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.6,4.0,1.0
0,1,1,1,28,1,DSL,0,0,0,0,0,0,One year,1,Electronic check,51.0,4.0,1.0
0,0,0,0,66,No phone service,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),61.35,1.0,5.0
1,0,0,0,2,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),87.15,3.0,3.0
0,0,1,1,43,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),79.15,1.0,6.0
0,0,1,1,58,1,DSL,1,0,1,1,1,0,Two year,0,Mailed check,75.8,1.0,5.0
0,0,1,1,66,1,DSL,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),79.85,2.0,5.0
0,0,1,1,71,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.6,0.0,7.0
0,0,1,1,31,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,4.0,1.0
0,0,1,0,71,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.85,4.0,1.0
0,0,1,0,31,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),90.55,1.0,4.0
0,0,1,0,48,1,Fiber optic,1,1,1,0,1,0,Two year,1,Bank transfer (automatic),96.9,1.0,5.0
0,1,1,0,72,1,DSL,0,0,1,0,1,1,Two year,1,Credit card (automatic),73.45,3.0,4.0
0,1,1,0,72,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),77.35,1.0,5.0
0,1,1,0,54,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.05,3.0,4.0
0,1,0,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,4.0,1.0
0,0,1,0,60,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.1,2.0,4.0
0,1,1,1,65,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.45,2.0,5.0
0,0,1,1,34,No phone service,DSL,0,0,1,1,1,0,Month-to-month,1,Electronic check,44.85,2.0,3.0
0,0,0,1,37,0,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),61.45,1.0,4.0
0,0,0,0,4,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,90.65,3.0,3.0
0,0,1,1,62,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,105.5,2.0,5.0
0,0,0,0,52,1,Fiber optic,0,1,0,0,0,0,One year,1,Mailed check,80.2,3.0,2.0
0,0,1,0,8,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,4.0,1.0
0,0,1,1,69,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,4.0,1.0
0,0,0,0,12,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.55,3.0,3.0
0,0,1,1,5,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.05,4.0,0.0
1,0,0,0,2,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,94.95,3.0,4.0
0,0,0,1,1,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.2,4.0,0.0
0,0,0,0,28,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.05,2.0,3.0
0,0,0,0,3,1,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,64.6,3.0,3.0
0,0,0,0,58,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.45,4.0,1.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,4.0,1.0
1,1,0,0,9,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.4,4.0,2.0
0,0,1,0,71,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),105.15,2.0,5.0
0,0,1,1,72,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.65,0.0,6.0
1,0,0,0,13,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.8,2.0,3.0
1,0,1,0,51,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.65,4.0,3.0
0,0,0,0,2,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,4.0,1.0
1,0,0,0,20,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.7,3.0,3.0
0,0,1,0,18,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.3,3.0,2.0
0,0,0,0,37,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),104.5,2.0,5.0
0,1,0,0,50,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,83.4,2.0,3.0
0,0,0,1,21,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,4.0,1.0
1,1,1,0,36,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.25,4.0,2.0
0,0,1,1,69,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.35,0.0,7.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.6,4.0,1.0
0,0,1,1,72,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.45,2.0,5.0
0,0,1,1,71,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,91.05,0.0,7.0
1,0,0,0,1,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.75,4.0,1.0
1,0,0,0,5,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,93.9,4.0,3.0
1,0,0,0,34,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.35,2.0,5.0
0,0,0,0,38,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,4.0,1.0
0,0,0,0,22,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,4.0,3.0
0,0,0,0,45,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.9,3.0,2.0
1,1,1,0,8,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.0,4.0,2.0
0,0,1,1,15,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,4.0,1.0
1,1,1,0,52,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.2,2.0,5.0
0,1,1,0,66,No phone service,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),45.55,2.0,3.0
0,1,0,0,66,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),63.85,1.0,4.0
1,1,1,0,32,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),80.3,4.0,2.0
0,0,0,0,12,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.05,4.0,1.0
0,0,1,1,32,0,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),76.3,0.0,6.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.6,4.0,2.0
0,0,1,1,60,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.6,1.0,6.0
1,0,0,0,37,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),98.8,3.0,4.0
0,0,0,0,9,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,4.0,1.0
0,0,1,1,67,No phone service,DSL,1,0,0,0,1,1,Two year,0,Credit card (automatic),50.9,3.0,3.0
0,1,1,0,65,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.95,4.0,1.0
0,0,0,0,5,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.65,3.0,2.0
0,0,0,0,16,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,55.3,3.0,2.0
0,0,0,0,5,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,51.35,3.0,2.0
0,0,0,0,8,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.6,4.0,1.0
0,0,0,0,71,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.55,4.0,1.0
0,0,0,0,57,1,Fiber optic,0,0,0,1,1,0,Two year,1,Credit card (automatic),90.45,3.0,3.0
1,1,0,0,4,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.8,2.0,5.0
0,1,1,0,30,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,77.9,4.0,1.0
1,0,0,0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.45,3.0,4.0
1,0,1,1,25,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),89.15,2.0,4.0
0,0,0,0,32,1,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,54.2,3.0,2.0
0,0,0,0,10,0,DSL,0,1,0,0,1,0,Month-to-month,1,Mailed check,59.65,3.0,3.0
0,0,0,0,12,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.15,3.0,3.0
0,0,0,1,14,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Mailed check,86.0,2.0,3.0
0,0,1,0,19,0,DSL,0,1,0,0,0,1,Month-to-month,1,Mailed check,59.8,3.0,3.0
0,1,1,0,41,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.55,3.0,4.0
1,1,1,0,69,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),108.4,1.0,6.0
0,0,0,0,69,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,2.0,5.0
0,0,0,0,2,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.35,4.0,1.0
0,0,1,1,33,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),24.25,4.0,1.0
0,0,1,1,12,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,4.0,1.0
1,0,0,1,3,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,91.85,3.0,3.0
1,0,1,1,11,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),79.5,4.0,2.0
0,0,1,0,58,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,94.3,2.0,4.0
0,0,0,0,22,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.8,3.0,2.0
1,0,0,0,62,1,Fiber optic,1,1,0,1,0,1,One year,0,Electronic check,102.0,1.0,5.0
1,0,1,0,7,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.1,4.0,2.0
0,1,1,1,61,1,DSL,0,0,1,0,1,0,One year,1,Electronic check,65.2,3.0,3.0
0,0,0,0,27,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.45,2.0,3.0
0,0,0,0,53,0,Fiber optic,0,1,1,0,1,1,One year,1,Mailed check,100.3,2.0,5.0
0,0,0,1,19,1,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,75.9,1.0,5.0
1,0,1,1,19,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.3,2.0,5.0
0,0,1,1,56,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.45,4.0,1.0
0,1,1,0,72,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.75,0.0,7.0
0,0,1,0,17,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.5,3.0,2.0
0,0,1,1,70,0,Fiber optic,1,1,1,1,1,0,Two year,1,Credit card (automatic),101.1,0.0,6.0
0,1,1,0,72,No phone service,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),64.45,0.0,6.0
0,0,1,1,69,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),80.65,1.0,6.0
1,0,1,1,65,0,DSL,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),74.8,2.0,5.0
0,1,1,0,43,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,94.3,2.0,4.0
0,0,1,1,41,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,4.0,1.0
0,0,1,0,46,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,4.0,1.0
1,0,1,1,61,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,106.0,2.0,5.0
0,0,0,0,19,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,4.0,1.0
0,0,0,0,68,No phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,38.9,1.0,3.0
0,0,1,1,52,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),95.7,2.0,4.0
0,0,1,0,24,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,4.0,1.0
0,0,0,0,33,1,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,60.9,2.0,3.0
1,1,0,0,3,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.3,4.0,0.0
1,0,1,0,24,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.3,2.0,5.0
0,0,1,1,31,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,4.0,1.0
0,1,1,0,67,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),107.05,2.0,5.0
1,0,0,0,4,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,60.4,1.0,4.0
1,1,0,0,2,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.35,4.0,0.0
0,0,0,0,22,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Mailed check,93.2,3.0,4.0
0,0,1,0,66,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.9,0.0,7.0
1,1,0,0,2,0,DSL,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),66.4,2.0,4.0
1,0,0,0,2,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.1,2.0,3.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.25,4.0,2.0
0,0,1,1,71,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),82.0,1.0,6.0
0,0,0,0,20,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,4.0,1.0
0,0,1,1,66,0,DSL,0,0,0,1,0,0,One year,1,Credit card (automatic),49.4,3.0,2.0
1,0,1,1,34,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,87.45,3.0,3.0
0,0,1,0,47,0,DSL,1,0,1,0,1,0,One year,1,Credit card (automatic),66.05,2.0,4.0
0,0,0,0,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.25,4.0,2.0
1,0,1,1,69,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.95,2.0,5.0
0,0,0,0,70,1,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),90.25,1.0,4.0
0,0,0,0,17,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,4.0,1.0
1,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,4.0,1.0
0,0,1,1,46,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.9,4.0,1.0
0,0,0,1,41,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,111.15,0.0,7.0
1,0,0,0,54,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,100.1,3.0,4.0
1,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,4.0,1.0
0,0,0,0,8,0,DSL,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),54.75,4.0,2.0
1,0,0,0,12,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.2,4.0,3.0
0,0,0,1,33,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.15,4.0,1.0
1,0,1,0,21,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,103.9,2.0,5.0
1,0,1,1,12,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.5,2.0,3.0
0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,4.0,1.0
0,0,1,1,25,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,85.9,3.0,3.0
0,0,1,1,33,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),74.75,2.0,5.0
0,0,0,0,11,0,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,70.5,3.0,4.0
0,0,0,0,47,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,4.0,1.0
0,1,0,0,7,No phone service,DSL,0,1,0,1,0,1,Month-to-month,1,Electronic check,44.4,2.0,3.0
0,0,0,0,49,No phone service,DSL,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),30.2,3.0,1.0
1,0,1,0,49,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.05,3.0,4.0
1,0,1,0,55,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,77.75,3.0,2.0
0,0,1,0,20,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,4.0,1.0
0,1,1,0,28,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,4.0,1.0
1,1,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,4.0,1.0
0,0,1,0,4,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.7,2.0,3.0
0,0,0,0,42,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.75,4.0,1.0
0,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,4.0,1.0
0,0,0,0,4,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,56.4,4.0,2.0
0,0,0,0,41,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.45,4.0,1.0
0,0,0,0,13,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.95,4.0,1.0
0,0,1,1,50,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.95,4.0,1.0
1,1,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.85,4.0,1.0
1,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.3,4.0,1.0
0,1,1,1,66,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,104.9,2.0,5.0
0,0,0,1,10,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,4.0,1.0
1,1,1,0,2,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,79.2,3.0,2.0
0,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,4.0,1.0
0,0,0,0,2,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.35,4.0,1.0
1,1,0,0,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.3,3.0,2.0
1,1,0,0,16,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.15,4.0,3.0
0,0,1,1,27,0,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),80.65,2.0,3.0
0,0,0,0,58,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.3,4.0,1.0
1,1,1,0,3,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,4.0,3.0
0,0,0,0,8,0,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,65.45,2.0,4.0
0,0,1,0,71,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,2.0,5.0
1,0,1,1,9,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.35,4.0,2.0
1,1,1,0,28,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),101.3,3.0,4.0
1,0,1,0,3,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.15,4.0,1.0
1,0,0,0,22,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Mailed check,84.3,3.0,3.0
0,0,0,0,63,0,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.2,0.0,7.0
0,0,0,0,34,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,56.95,2.0,3.0
0,0,0,0,46,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Credit card (automatic),89.15,3.0,3.0
1,0,0,0,15,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,4.0,1.0
0,0,1,1,58,0,Fiber optic,1,1,0,0,1,1,One year,0,Credit card (automatic),99.25,2.0,5.0
0,0,1,1,44,No phone service,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),54.05,0.0,5.0
1,0,1,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,4.0,1.0
1,0,0,0,22,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.75,3.0,4.0
1,0,1,0,20,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.45,4.0,0.0
0,0,1,1,8,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.65,2.0,3.0
0,0,1,1,24,1,Fiber optic,0,1,1,0,0,0,One year,0,Bank transfer (automatic),83.15,2.0,3.0
1,0,0,0,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,85.45,3.0,3.0
0,0,0,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,4.0,1.0
0,1,0,0,14,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,3.0,2.0
0,0,1,1,2,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.95,4.0,1.0
0,0,0,0,6,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),49.5,3.0,2.0
0,0,0,0,12,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,4.0,1.0
0,0,0,0,7,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.85,4.0,1.0
0,1,1,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,4.0,1.0
0,0,1,0,10,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),78.15,3.0,2.0
1,1,0,0,20,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,2.0,4.0
0,0,0,0,15,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.35,2.0,3.0
0,0,0,0,58,0,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),64.9,0.0,5.0
1,0,0,1,20,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,4.0,1.0
0,0,1,0,46,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,53.1,3.0,2.0
0,0,0,0,4,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,4.0,1.0
0,0,1,1,35,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,4.0,1.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,4.0,1.0
0,0,0,0,9,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,4.0,1.0
0,0,0,0,20,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.1,3.0,3.0
0,0,0,1,35,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,4.0,1.0
0,0,0,0,21,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,4.0,2.0
0,1,0,0,49,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,3.0,4.0
0,0,0,1,3,0,DSL,1,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),64.5,2.0,4.0
0,0,0,0,47,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.35,2.0,5.0
0,0,0,1,13,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.1,3.0,2.0
0,0,0,0,30,No phone service,DSL,0,0,0,1,0,1,One year,1,Credit card (automatic),40.35,3.0,2.0
0,0,1,0,58,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.3,1.0,6.0
0,0,1,1,53,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,4.0,1.0
1,1,0,0,2,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.5,3.0,3.0
0,1,1,0,60,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,2.0,5.0
0,0,1,1,8,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,4.0,1.0
1,1,0,0,2,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,1.0,5.0
0,0,0,0,51,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.0,2.0,5.0
